reg;cl_age90;jour;hosp;rea;rad;dc
24;79;2020-04-23;207;55;207;54
24;89;2020-04-23;291;9;175;136
24;90;2020-04-23;196;2;68;106
27;0;2020-04-23;1283;217;2088;753
27;09;2020-04-23;3;1;13;0
27;19;2020-04-23;7;0;16;0
27;29;2020-04-23;5;0;64;0
27;39;2020-04-23;8;1;128;2
27;49;2020-04-23;23;6;204;5
27;59;2020-04-23;95;33;314;16
27;69;2020-04-23;197;65;377;68
27;79;2020-04-23;308;90;417;150
27;89;2020-04-23;424;20;413;346
27;90;2020-04-23;213;1;138;164
28;0;2020-04-23;614;131;931;307
28;09;2020-04-23;0;0;3;0
28;19;2020-04-23;0;0;5;0
28;29;2020-04-23;5;0;37;0
28;39;2020-04-23;14;4;74;1
28;49;2020-04-23;24;11;111;7
28;59;2020-04-23;52;20;174;12
28;69;2020-04-23;112;31;188;47
28;79;2020-04-23;152;52;172;63
28;89;2020-04-23;171;12;126;123
28;90;2020-04-23;83;0;35;54
32;0;2020-04-23;2435;421;3475;1233
32;09;2020-04-23;3;1;39;0
32;19;2020-04-23;8;1;16;0
32;29;2020-04-23;17;4;170;1
32;39;2020-04-23;48;8;303;2
32;49;2020-04-23;93;32;468;9
32;59;2020-04-23;225;73;642;51
32;69;2020-04-23;421;144;616;159
32;79;2020-04-23;569;128;591;272
32;89;2020-04-23;723;28;460;494
32;90;2020-04-23;317;0;155;240
44;0;2020-04-23;4416;687;6883;2646
44;09;2020-04-23;25;3;139;0
44;19;2020-04-23;12;2;50;0
44;29;2020-04-23;34;9;227;2
44;39;2020-04-23;70;14;374;14
44;49;2020-04-23;151;34;608;27
44;59;2020-04-23;394;124;1123;70
44;69;2020-04-23;794;245;1430;269
44;79;2020-04-23;1034;213;1413;671
44;89;2020-04-23;1264;38;1142;1092
44;90;2020-04-23;614;1;329;492
52;0;2020-04-23;747;105;1061;291
52;09;2020-04-23;0;0;4;0
52;19;2020-04-23;1;0;3;0
52;29;2020-04-23;4;1;44;0
52;39;2020-04-23;16;2;67;0
52;49;2020-04-23;18;7;130;3
52;59;2020-04-23;46;17;169;10
52;69;2020-04-23;123;40;208;24
52;79;2020-04-23;159;35;207;51
52;89;2020-04-23;247;3;179;120
52;90;2020-04-23;132;0;50;83
53;0;2020-04-23;430;69;723;199
53;09;2020-04-23;2;0;9;0
53;19;2020-04-23;1;0;4;0
53;29;2020-04-23;1;1;23;0
53;39;2020-04-23;9;0;56;0
53;49;2020-04-23;25;3;82;0
53;59;2020-04-23;41;9;120;4
53;69;2020-04-23;68;23;133;24
53;79;2020-04-23;100;31;165;43
53;89;2020-04-23;114;2;98;71
53;90;2020-04-23;67;0;30;57
75;0;2020-04-23;769;156;1199;277
75;09;2020-04-23;2;1;9;0
75;19;2020-04-23;3;0;9;0
75;29;2020-04-23;8;3;51;1
75;39;2020-04-23;12;3;80;0
75;49;2020-04-23;24;7;117;1
75;59;2020-04-23;67;28;228;9
75;69;2020-04-23;127;48;263;21
75;79;2020-04-23;171;50;198;62
75;89;2020-04-23;226;15;168;109
75;90;2020-04-23;127;1;67;73
76;0;2020-04-23;804;197;1889;342
76;09;2020-04-23;0;0;17;0
76;19;2020-04-23;2;1;15;0
76;29;2020-04-23;4;2;83;1
76;39;2020-04-23;4;1;133;1
76;49;2020-04-23;23;3;228;2
76;59;2020-04-23;77;30;337;12
76;69;2020-04-23;140;64;344;36
76;79;2020-04-23;192;79;368;67
76;89;2020-04-23;217;16;248;145
76;90;2020-04-23;145;1;115;77
84;0;2020-04-23;2760;483;4391;1167
84;09;2020-04-23;7;2;30;0
84;19;2020-04-23;6;3;35;0
84;29;2020-04-23;22;3;178;0
84;39;2020-04-23;44;7;282;4
84;49;2020-04-23;72;18;435;10
84;59;2020-04-23;208;62;730;30
84;69;2020-04-23;402;156;816;79
84;79;2020-04-23;674;188;813;242
84;89;2020-04-23;814;33;728;498
84;90;2020-04-23;490;3;278;285
93;0;2020-04-23;1783;314;3136;575
93;09;2020-04-23;3;0;21;0
93;19;2020-04-23;3;0;38;0
93;29;2020-04-23;33;4;198;1
93;39;2020-04-23;45;5;288;0
93;49;2020-04-23;76;18;397;3
93;59;2020-04-23;166;47;607;24
93;69;2020-04-23;248;81;621;43
93;79;2020-04-23;409;118;458;130
93;89;2020-04-23;501;37;336;240
93;90;2020-04-23;295;3;150;131
94;0;2020-04-23;66;9;166;49
94;09;2020-04-23;0;0;6;0
94;19;2020-04-23;0;0;1;0
94;29;2020-04-23;0;0;14;0
94;39;2020-04-23;0;0;16;0
94;49;2020-04-23;2;0;21;1
94;59;2020-04-23;5;1;27;1
94;69;2020-04-23;11;2;28;1
94;79;2020-04-23;24;6;24;13
94;89;2020-04-23;14;0;22;24
94;90;2020-04-23;10;0;7;9
01;0;2020-04-24;23;13;70;13
01;09;2020-04-24;0;0;0;0
01;19;2020-04-24;0;0;2;0
01;29;2020-04-24;0;0;1;0
01;39;2020-04-24;1;0;3;0
01;49;2020-04-24;1;1;5;0
01;59;2020-04-24;3;1;18;2
01;69;2020-04-24;6;4;17;2
01;79;2020-04-24;6;4;11;6
01;89;2020-04-24;6;3;12;3
01;90;2020-04-24;0;0;0;0
02;0;2020-04-24;32;9;63;14
02;09;2020-04-24;0;0;0;0
02;19;2020-04-24;0;0;0;0
02;29;2020-04-24;1;0;2;0
02;39;2020-04-24;1;0;3;0
02;49;2020-04-24;3;0;9;0
02;59;2020-04-24;9;6;17;1
02;69;2020-04-24;8;2;15;2
02;79;2020-04-24;5;1;15;4
02;89;2020-04-24;4;0;2;5
02;90;2020-04-24;1;0;0;2
03;0;2020-04-24;3;0;34;1
03;09;2020-04-24;0;0;0;0
03;19;2020-04-24;0;0;2;0
03;29;2020-04-24;0;0;4;0
03;39;2020-04-24;1;0;6;0
03;49;2020-04-24;1;0;10;0
03;59;2020-04-24;0;0;2;0
03;69;2020-04-24;0;0;4;0
03;79;2020-04-24;1;0;2;1
03;89;2020-04-24;0;0;2;0
03;90;2020-04-24;0;0;0;0
04;0;2020-04-24;8;2;100;0
04;09;2020-04-24;0;0;1;0
04;19;2020-04-24;1;0;2;0
04;29;2020-04-24;0;0;15;0
04;39;2020-04-24;0;0;12;0
04;49;2020-04-24;1;0;10;0
04;59;2020-04-24;1;1;19;0
04;69;2020-04-24;3;1;19;0
04;79;2020-04-24;2;0;14;0
04;89;2020-04-24;0;0;8;0
04;90;2020-04-24;0;0;0;0
06;0;2020-04-24;28;3;60;6
06;09;2020-04-24;0;0;2;0
06;19;2020-04-24;2;0;2;0
06;29;2020-04-24;3;0;7;0
06;39;2020-04-24;2;0;6;0
06;49;2020-04-24;5;1;13;1
06;59;2020-04-24;5;0;14;2
06;69;2020-04-24;6;2;10;0
06;79;2020-04-24;2;0;3;1
06;89;2020-04-24;3;0;3;2
06;90;2020-04-24;0;0;0;0
11;0;2020-04-24;11758;1947;15345;5452
11;09;2020-04-24;38;9;184;2
11;19;2020-04-24;25;10;98;3
11;29;2020-04-24;149;25;546;10
11;39;2020-04-24;363;82;1314;34
11;49;2020-04-24;726;203;2083;98
11;59;2020-04-24;1447;506;3107;368
11;69;2020-04-24;2066;610;3157;785
11;79;2020-04-24;2484;424;2381;1286
11;89;2020-04-24;2744;52;1693;1781
11;90;2020-04-24;1625;12;601;1040
24;0;2020-04-24;966;141;1038;343
24;09;2020-04-24;1;0;23;0
24;19;2020-04-24;1;0;11;0
24;29;2020-04-24;6;2;33;0
24;39;2020-04-24;16;3;54;2
24;49;2020-04-24;22;5;116;3
24;59;2020-04-24;60;18;156;7
24;69;2020-04-24;157;48;185;25
24;79;2020-04-24;206;53;209;55
24;89;2020-04-24;293;10;179;139
24;90;2020-04-24;197;2;70;110
27;0;2020-04-24;1233;203;2175;770
27;09;2020-04-24;3;1;13;0
27;19;2020-04-24;7;0;16;0
27;29;2020-04-24;6;0;66;0
27;39;2020-04-24;7;1;128;2
27;49;2020-04-24;23;6;206;5
27;59;2020-04-24;85;30;324;17
27;69;2020-04-24;185;63;396;68
27;79;2020-04-24;299;83;431;155
27;89;2020-04-24;420;18;439;352
27;90;2020-04-24;198;1;152;169
28;0;2020-04-24;612;121;965;312
28;09;2020-04-24;0;0;3;0
28;19;2020-04-24;0;0;5;0
28;29;2020-04-24;5;0;37;0
28;39;2020-04-24;11;3;77;1
28;49;2020-04-24;22;11;113;7
28;59;2020-04-24;44;18;181;12
28;69;2020-04-24;111;29;193;47
28;79;2020-04-24;146;50;180;64
28;89;2020-04-24;180;9;132;126
28;90;2020-04-24;92;0;38;55
32;0;2020-04-24;2401;408;3597;1257
32;09;2020-04-24;3;1;39;0
32;19;2020-04-24;7;1;17;0
32;29;2020-04-24;13;4;176;1
32;39;2020-04-24;46;6;314;2
32;49;2020-04-24;86;33;483;9
32;59;2020-04-24;215;67;660;52
32;69;2020-04-24;412;144;632;160
32;79;2020-04-24;563;121;610;279
32;89;2020-04-24;718;28;485;504
32;90;2020-04-24;327;0;166;245
44;0;2020-04-24;4341;672;7056;2679
44;09;2020-04-24;26;3;142;0
44;19;2020-04-24;14;3;50;0
44;29;2020-04-24;32;8;232;2
44;39;2020-04-24;77;13;376;14
44;49;2020-04-24;159;34;611;27
44;59;2020-04-24;388;123;1146;70
44;69;2020-04-24;775;238;1464;273
44;79;2020-04-24;1005;208;1450;680
44;89;2020-04-24;1241;37;1188;1107
44;90;2020-04-24;599;1;350;497
52;0;2020-04-24;722;100;1090;303
52;09;2020-04-24;0;0;4;0
52;19;2020-04-24;2;0;3;0
52;29;2020-04-24;4;1;44;0
52;39;2020-04-24;16;2;67;0
52;49;2020-04-24;17;6;130;4
52;59;2020-04-24;42;16;173;12
52;69;2020-04-24;118;39;213;24
52;79;2020-04-24;152;34;215;52
52;89;2020-04-24;242;2;187;125
52;90;2020-04-24;129;0;54;86
53;0;2020-04-24;429;59;743;199
53;09;2020-04-24;2;0;9;0
53;19;2020-04-24;1;0;4;0
53;29;2020-04-24;0;0;24;0
53;39;2020-04-24;8;0;57;0
53;49;2020-04-24;26;4;83;0
53;59;2020-04-24;40;7;121;4
53;69;2020-04-24;69;21;134;24
53;79;2020-04-24;101;25;170;43
53;89;2020-04-24;117;2;102;71
53;90;2020-04-24;63;0;36;57
75;0;2020-04-24;727;144;1243;285
75;09;2020-04-24;2;1;9;0
75;19;2020-04-24;3;0;9;0
75;29;2020-04-24;7;2;52;1
75;39;2020-04-24;11;3;81;0
75;49;2020-04-24;17;6;123;2
75;59;2020-04-24;61;24;237;9
75;69;2020-04-24;120;46;269;21
75;79;2020-04-24;166;48;203;62
75;89;2020-04-24;213;13;178;115
75;90;2020-04-24;125;1;73;74
76;0;2020-04-24;742;186;1974;356
76;09;2020-04-24;0;0;17;0
76;19;2020-04-24;1;1;16;0
76;29;2020-04-24;3;2;86;1
76;39;2020-04-24;4;1;135;1
76;49;2020-04-24;20;5;233;2
76;59;2020-04-24;79;30;343;12
76;69;2020-04-24;127;57;357;38
76;79;2020-04-24;183;75;382;68
76;89;2020-04-24;201;14;270;150
76;90;2020-04-24;124;1;134;84
84;0;2020-04-24;2713;465;4526;1192
84;09;2020-04-24;5;2;31;0
84;19;2020-04-24;6;2;36;0
84;29;2020-04-24;20;2;182;0
84;39;2020-04-24;40;7;287;4
84;49;2020-04-24;73;17;442;10
84;59;2020-04-24;196;60;744;32
84;69;2020-04-24;401;149;832;79
84;79;2020-04-24;667;180;839;245
84;89;2020-04-24;805;35;765;511
84;90;2020-04-24;482;3;302;291
93;0;2020-04-24;1746;303;3239;610
93;09;2020-04-24;4;0;21;0
93;19;2020-04-24;3;0;38;0
93;29;2020-04-24;31;2;201;1
93;39;2020-04-24;44;3;291;1
93;49;2020-04-24;74;21;404;3
93;59;2020-04-24;154;44;624;25
93;69;2020-04-24;240;78;643;46
93;79;2020-04-24;400;110;478;138
93;89;2020-04-24;497;37;359;257
93;90;2020-04-24;293;6;158;136
94;0;2020-04-24;70;9;168;49
94;09;2020-04-24;0;0;6;0
94;19;2020-04-24;0;0;1;0
94;29;2020-04-24;0;0;14;0
94;39;2020-04-24;0;0;16;0
94;49;2020-04-24;2;0;21;1
94;59;2020-04-24;5;1;27;1
94;69;2020-04-24;11;2;28;1
94;79;2020-04-24;25;6;25;13
94;89;2020-04-24;16;0;22;24
94;90;2020-04-24;11;0;8;9
01;0;2020-04-25;22;11;70;13
01;09;2020-04-25;0;0;0;0
01;19;2020-04-25;0;0;2;0
01;29;2020-04-25;0;0;1;0
01;39;2020-04-25;1;0;3;0
01;49;2020-04-25;1;1;5;0
01;59;2020-04-25;3;1;18;2
01;69;2020-04-25;6;4;17;2
01;79;2020-04-25;5;2;11;6
01;89;2020-04-25;6;3;12;3
01;90;2020-04-25;0;0;0;0
02;0;2020-04-25;32;9;63;14
02;09;2020-04-25;0;0;0;0
02;19;2020-04-25;0;0;0;0
02;29;2020-04-25;1;0;2;0
02;39;2020-04-25;1;0;3;0
02;49;2020-04-25;3;0;9;0
02;59;2020-04-25;9;6;17;1
02;69;2020-04-25;8;2;15;2
02;79;2020-04-25;5;1;15;4
02;89;2020-04-25;4;0;2;5
02;90;2020-04-25;1;0;0;2
03;0;2020-04-25;1;0;35;1
03;09;2020-04-25;0;0;0;0
03;19;2020-04-25;0;0;2;0
03;29;2020-04-25;0;0;4;0
03;39;2020-04-25;0;0;7;0
03;49;2020-04-25;0;0;10;0
03;59;2020-04-25;0;0;2;0
03;69;2020-04-25;0;0;4;0
03;79;2020-04-25;1;0;2;1
03;89;2020-04-25;0;0;2;0
03;90;2020-04-25;0;0;0;0
04;0;2020-04-25;7;2;102;0
04;09;2020-04-25;0;0;1;0
04;19;2020-04-25;0;0;3;0
04;29;2020-04-25;0;0;15;0
04;39;2020-04-25;0;0;12;0
04;49;2020-04-25;1;0;10;0
04;59;2020-04-25;1;1;19;0
04;69;2020-04-25;4;1;19;0
04;79;2020-04-25;1;0;15;0
04;89;2020-04-25;0;0;8;0
04;90;2020-04-25;0;0;0;0
06;0;2020-04-25;28;3;60;6
06;09;2020-04-25;0;0;2;0
06;19;2020-04-25;2;0;2;0
06;29;2020-04-25;3;0;7;0
06;39;2020-04-25;2;0;6;0
06;49;2020-04-25;5;1;13;1
06;59;2020-04-25;5;0;14;2
06;69;2020-04-25;6;2;10;0
06;79;2020-04-25;2;0;3;1
06;89;2020-04-25;3;0;3;2
06;90;2020-04-25;0;0;0;0
11;0;2020-04-25;11609;1913;15754;5516
11;09;2020-04-25;42;13;183;2
11;19;2020-04-25;26;11;99;3
11;29;2020-04-25;148;25;558;10
11;39;2020-04-25;353;80;1340;35
11;49;2020-04-25;698;198;2132;98
11;59;2020-04-25;1412;492;3172;376
11;69;2020-04-25;2035;602;3230;795
11;79;2020-04-25;2449;409;2455;1300
11;89;2020-04-25;2726;50;1770;1794
11;90;2020-04-25;1617;13;632;1056
24;0;2020-04-25;974;144;1056;348
24;09;2020-04-25;1;1;23;0
24;19;2020-04-25;0;0;12;0
24;29;2020-04-25;7;2;32;0
24;39;2020-04-25;15;3;55;2
24;49;2020-04-25;25;7;117;3
24;59;2020-04-25;59;19;158;8
24;69;2020-04-25;160;48;188;25
24;79;2020-04-25;210;54;210;55
24;89;2020-04-25;292;8;183;143
24;90;2020-04-25;198;2;76;110
27;0;2020-04-25;1216;201;2227;786
27;09;2020-04-25;3;1;13;0
27;19;2020-04-25;6;0;17;0
27;29;2020-04-25;8;1;67;0
27;39;2020-04-25;7;1;129;2
27;49;2020-04-25;25;6;209;5
27;59;2020-04-25;80;29;328;18
27;69;2020-04-25;178;63;406;69
27;79;2020-04-25;289;80;447;161
27;89;2020-04-25;425;19;450;357
27;90;2020-04-25;195;1;157;172
28;0;2020-04-25;615;116;974;314
28;09;2020-04-25;0;0;3;0
28;19;2020-04-25;1;0;5;0
28;29;2020-04-25;3;0;39;0
28;39;2020-04-25;11;3;77;1
28;49;2020-04-25;22;11;114;7
28;59;2020-04-25;42;19;182;12
28;69;2020-04-25;111;28;194;47
28;79;2020-04-25;146;45;182;65
28;89;2020-04-25;182;9;134;127
28;90;2020-04-25;96;0;38;55
32;0;2020-04-25;2385;389;3672;1281
32;09;2020-04-25;3;1;39;0
32;19;2020-04-25;8;1;17;0
32;29;2020-04-25;12;4;179;1
32;39;2020-04-25;47;6;318;2
32;49;2020-04-25;81;29;490;10
32;59;2020-04-25;210;62;672;51
32;69;2020-04-25;407;139;651;163
32;79;2020-04-25;556;116;627;283
32;89;2020-04-25;724;28;491;514
32;90;2020-04-25;326;0;173;252
44;0;2020-04-25;4253;647;7232;2714
44;09;2020-04-25;27;3;146;0
44;19;2020-04-25;15;3;50;0
44;29;2020-04-25;31;9;238;2
44;39;2020-04-25;74;12;384;14
44;49;2020-04-25;156;33;620;27
44;59;2020-04-25;369;113;1172;71
44;69;2020-04-25;751;233;1495;282
44;79;2020-04-25;983;200;1485;688
44;89;2020-04-25;1225;34;1224;1119
44;90;2020-04-25;590;0;369;502
52;0;2020-04-25;717;100;1113;307
52;09;2020-04-25;0;0;4;0
52;19;2020-04-25;1;0;4;0
52;29;2020-04-25;4;1;44;0
52;39;2020-04-25;14;2;69;0
52;49;2020-04-25;18;7;130;4
52;59;2020-04-25;41;15;174;12
52;69;2020-04-25;113;38;219;25
52;79;2020-04-25;152;35;219;53
52;89;2020-04-25;242;2;193;127
52;90;2020-04-25;132;0;57;86
53;0;2020-04-25;412;59;766;202
53;09;2020-04-25;2;0;9;0
53;19;2020-04-25;1;0;4;0
53;29;2020-04-25;2;0;24;0
53;39;2020-04-25;7;0;58;0
53;49;2020-04-25;25;3;85;0
53;59;2020-04-25;34;7;126;4
53;69;2020-04-25;64;21;140;24
53;79;2020-04-25;97;26;174;45
53;89;2020-04-25;115;2;106;72
53;90;2020-04-25;63;0;37;57
75;0;2020-04-25;707;133;1276;289
75;09;2020-04-25;2;1;10;0
75;19;2020-04-25;3;0;9;0
75;29;2020-04-25;7;2;52;1
75;39;2020-04-25;11;2;83;0
75;49;2020-04-25;17;4;125;2
75;59;2020-04-25;59;23;242;9
75;69;2020-04-25;112;45;280;21
75;79;2020-04-25;161;45;206;64
75;89;2020-04-25;208;10;184;117
75;90;2020-04-25;125;1;76;74
76;0;2020-04-25;724;172;2006;361
76;09;2020-04-25;2;0;17;0
76;19;2020-04-25;2;1;16;0
76;29;2020-04-25;4;2;87;1
76;39;2020-04-25;2;1;138;1
76;49;2020-04-25;17;5;237;2
76;59;2020-04-25;76;27;349;12
76;69;2020-04-25;123;55;360;39
76;79;2020-04-25;181;67;388;68
76;89;2020-04-25;193;13;279;152
76;90;2020-04-25;124;1;134;86
84;0;2020-04-25;2682;444;4643;1212
84;09;2020-04-25;4;1;32;0
84;19;2020-04-25;6;2;37;0
84;29;2020-04-25;17;2;186;0
84;39;2020-04-25;38;6;291;4
84;49;2020-04-25;69;16;451;10
84;59;2020-04-25;191;58;756;33
84;69;2020-04-25;394;143;849;81
84;79;2020-04-25;659;170;863;252
84;89;2020-04-25;797;36;799;517
84;90;2020-04-25;488;3;313;295
93;0;2020-04-25;1671;289;3366;625
93;09;2020-04-25;4;0;21;0
93;19;2020-04-25;4;1;38;0
93;29;2020-04-25;17;2;216;1
93;39;2020-04-25;33;2;304;1
93;49;2020-04-25;66;18;414;3
93;59;2020-04-25;142;40;638;26
93;69;2020-04-25;225;78;663;48
93;79;2020-04-25;393;103;494;139
93;89;2020-04-25;492;36;382;262
93;90;2020-04-25;290;6;174;142
94;0;2020-04-25;64;9;172;50
94;09;2020-04-25;0;0;6;0
94;19;2020-04-25;0;0;1;0
94;29;2020-04-25;0;0;14;0
94;39;2020-04-25;0;0;16;0
94;49;2020-04-25;1;0;22;1
94;59;2020-04-25;4;1;28;1
94;69;2020-04-25;10;2;28;2
94;79;2020-04-25;24;6;26;13
94;89;2020-04-25;14;0;23;24
94;90;2020-04-25;11;0;8;9
01;0;2020-04-26;23;11;70;13
01;09;2020-04-26;0;0;0;0
01;19;2020-04-26;0;0;2;0
01;29;2020-04-26;0;0;1;0
01;39;2020-04-26;1;0;3;0
01;49;2020-04-26;1;1;5;0
01;59;2020-04-26;3;1;18;2
01;69;2020-04-26;6;3;17;2
01;79;2020-04-26;6;3;11;6
01;89;2020-04-26;6;3;12;3
01;90;2020-04-26;0;0;0;0
02;0;2020-04-26;32;8;63;14
02;09;2020-04-26;0;0;0;0
02;19;2020-04-26;0;0;0;0
02;29;2020-04-26;1;0;2;0
02;39;2020-04-26;1;0;3;0
02;49;2020-04-26;3;0;9;0
02;59;2020-04-26;9;6;17;1
02;69;2020-04-26;8;2;15;2
02;79;2020-04-26;5;0;15;4
02;89;2020-04-26;4;0;2;5
02;90;2020-04-26;1;0;0;2
03;0;2020-04-26;1;0;35;1
03;09;2020-04-26;0;0;0;0
03;19;2020-04-26;0;0;2;0
03;29;2020-04-26;0;0;4;0
03;39;2020-04-26;0;0;7;0
03;49;2020-04-26;0;0;10;0
03;59;2020-04-26;0;0;2;0
03;69;2020-04-26;0;0;4;0
03;79;2020-04-26;1;0;2;1
03;89;2020-04-26;0;0;2;0
03;90;2020-04-26;0;0;0;0
04;0;2020-04-26;6;2;103;0
04;09;2020-04-26;0;0;1;0
04;19;2020-04-26;0;0;3;0
04;29;2020-04-26;0;0;15;0
04;39;2020-04-26;0;0;12;0
04;49;2020-04-26;1;0;10;0
04;59;2020-04-26;1;1;19;0
04;69;2020-04-26;3;1;20;0
04;79;2020-04-26;1;0;15;0
04;89;2020-04-26;0;0;8;0
04;90;2020-04-26;0;0;0;0
06;0;2020-04-26;34;5;66;6
06;09;2020-04-26;0;0;2;0
06;19;2020-04-26;2;0;2;0
06;29;2020-04-26;3;0;9;0
06;39;2020-04-26;4;1;6;0
06;49;2020-04-26;7;1;14;1
06;59;2020-04-26;7;1;15;2
06;69;2020-04-26;6;2;11;0
06;79;2020-04-26;3;0;3;1
06;89;2020-04-26;2;0;4;2
06;90;2020-04-26;0;0;0;0
11;0;2020-04-26;11570;1891;15899;5578
11;09;2020-04-26;39;13;189;2
11;19;2020-04-26;26;11;100;3
11;29;2020-04-26;149;24;561;10
11;39;2020-04-26;356;81;1345;35
11;49;2020-04-26;690;195;2149;99
11;59;2020-04-26;1411;493;3194;377
11;69;2020-04-26;2010;591;3274;804
11;79;2020-04-26;2440;395;2477;1322
11;89;2020-04-26;2723;55;1786;1810
11;90;2020-04-26;1623;13;640;1068
24;0;2020-04-26;973;138;1069;355
24;09;2020-04-26;1;1;23;0
24;19;2020-04-26;0;0;12;0
24;29;2020-04-26;6;2;33;0
24;39;2020-04-26;15;3;55;2
24;49;2020-04-26;25;7;117;3
24;59;2020-04-26;60;17;159;8
24;69;2020-04-26;159;44;191;25
24;79;2020-04-26;206;53;215;58
24;89;2020-04-26;294;9;186;146
24;90;2020-04-26;200;2;76;111
27;0;2020-04-26;1218;195;2237;797
27;09;2020-04-26;3;1;13;0
27;19;2020-04-26;6;0;17;0
27;29;2020-04-26;8;1;67;0
27;39;2020-04-26;7;1;130;2
27;49;2020-04-26;25;7;211;5
27;59;2020-04-26;81;28;329;18
27;69;2020-04-26;180;63;406;69
27;79;2020-04-26;290;75;450;163
27;89;2020-04-26;422;18;452;364
27;90;2020-04-26;196;1;158;174
28;0;2020-04-26;608;116;984;319
28;09;2020-04-26;0;0;4;0
28;19;2020-04-26;1;0;5;0
28;29;2020-04-26;3;0;39;0
28;39;2020-04-26;10;2;78;1
28;49;2020-04-26;23;13;114;8
28;59;2020-04-26;41;19;184;12
28;69;2020-04-26;108;27;196;48
28;79;2020-04-26;142;43;184;68
28;89;2020-04-26;181;10;135;127
28;90;2020-04-26;98;1;39;55
32;0;2020-04-26;2395;390;3685;1291
32;09;2020-04-26;3;1;39;0
32;19;2020-04-26;8;1;17;0
32;29;2020-04-26;12;4;179;1
32;39;2020-04-26;46;6;320;2
32;49;2020-04-26;79;29;492;10
32;59;2020-04-26;213;63;671;51
32;69;2020-04-26;407;139;655;165
32;79;2020-04-26;564;116;628;285
32;89;2020-04-26;727;28;496;516
32;90;2020-04-26;325;0;173;256
44;0;2020-04-26;4246;643;7274;2737
44;09;2020-04-26;27;2;147;0
44;19;2020-04-26;16;3;50;0
44;29;2020-04-26;32;9;240;2
44;39;2020-04-26;71;12;387;14
44;49;2020-04-26;153;31;622;29
44;59;2020-04-26;366;115;1178;72
44;69;2020-04-26;748;233;1503;283
44;79;2020-04-26;984;201;1491;689
44;89;2020-04-26;1227;30;1235;1129
44;90;2020-04-26;588;0;371;510
52;0;2020-04-26;711;98;1121;314
52;09;2020-04-26;0;0;4;0
52;19;2020-04-26;0;0;5;0
52;29;2020-04-26;4;1;44;0
52;39;2020-04-26;12;2;72;0
52;49;2020-04-26;18;7;130;4
52;59;2020-04-26;41;15;175;12
52;69;2020-04-26;112;37;220;27
52;79;2020-04-26;151;34;219;54
52;89;2020-04-26;242;2;195;129
52;90;2020-04-26;131;0;57;88
53;0;2020-04-26;408;58;772;203
53;09;2020-04-26;2;0;9;0
53;19;2020-04-26;1;0;4;0
53;29;2020-04-26;3;0;24;0
53;39;2020-04-26;7;0;58;0
53;49;2020-04-26;23;2;87;0
53;59;2020-04-26;35;8;126;4
53;69;2020-04-26;63;21;141;24
53;79;2020-04-26;96;26;175;45
53;89;2020-04-26;112;1;108;73
53;90;2020-04-26;64;0;37;57
75;0;2020-04-26;710;134;1284;294
75;09;2020-04-26;1;1;10;0
75;19;2020-04-26;3;0;9;0
75;29;2020-04-26;7;2;52;1
75;39;2020-04-26;12;2;83;0
75;49;2020-04-26;17;4;125;2
75;59;2020-04-26;58;23;245;9
75;69;2020-04-26;112;45;280;21
75;79;2020-04-26;161;45;208;66
75;89;2020-04-26;209;11;185;120
75;90;2020-04-26;128;1;78;74
76;0;2020-04-26;728;168;2015;362
76;09;2020-04-26;2;0;17;0
76;19;2020-04-26;2;1;16;0
76;29;2020-04-26;4;2;87;1
76;39;2020-04-26;3;1;138;1
76;49;2020-04-26;18;5;238;2
76;59;2020-04-26;75;26;350;12
76;69;2020-04-26;119;53;364;39
76;79;2020-04-26;180;66;390;68
76;89;2020-04-26;199;13;279;153
76;90;2020-04-26;126;1;135;86
84;0;2020-04-26;2694;439;4671;1226
84;09;2020-04-26;5;1;32;0
84;19;2020-04-26;7;2;37;0
84;29;2020-04-26;17;2;187;0
84;39;2020-04-26;35;6;297;4
84;49;2020-04-26;69;16;453;10
84;59;2020-04-26;188;54;759;36
84;69;2020-04-26;394;144;855;83
84;79;2020-04-26;663;171;867;254
84;89;2020-04-26;804;33;802;521
84;90;2020-04-26;492;3;316;298
93;0;2020-04-26;1693;293;3376;631
93;09;2020-04-26;4;0;21;0
93;19;2020-04-26;4;1;38;0
93;29;2020-04-26;18;2;216;1
93;39;2020-04-26;33;2;305;1
93;49;2020-04-26;70;18;414;3
93;59;2020-04-26;142;38;641;26
93;69;2020-04-26;231;79;664;48
93;79;2020-04-26;399;107;495;140
93;89;2020-04-26;494;37;384;266
93;90;2020-04-26;293;6;176;143
94;0;2020-04-26;64;9;172;50
94;09;2020-04-26;0;0;6;0
94;19;2020-04-26;0;0;1;0
94;29;2020-04-26;0;0;14;0
94;39;2020-04-26;0;0;16;0
94;49;2020-04-26;1;0;22;1
94;59;2020-04-26;4;1;28;1
94;69;2020-04-26;10;2;28;2
94;79;2020-04-26;24;6;26;13
94;89;2020-04-26;14;0;23;24
94;90;2020-04-26;11;0;8;9
01;0;2020-04-27;22;10;70;14
01;09;2020-04-27;0;0;0;0
01;19;2020-04-27;0;0;2;0
01;29;2020-04-27;0;0;1;0
01;39;2020-04-27;1;0;3;0
01;49;2020-04-27;0;0;5;0
01;59;2020-04-27;3;1;18;2
01;69;2020-04-27;6;3;17;2
01;79;2020-04-27;6;3;11;7
